Campaign;Month;Site (Site Directory);Placement - DCM;Creative;Creative Dimensions;Platform Type;Impressions;Clicks
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;SD_1623_v3_50;728x90;Tablet;1318;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;SD_1624_v3_Symptom;160x600;Desktop;11249;7
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;SD_1624_v3_Symptom;160x600;Smartphone;137;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;SD_1624_v3_Symptom;160x600;Tablet;141;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;SD_1624_v3_Symptom;300x250;Desktop;15202;6
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;SD_1624_v3_Symptom;300x250;Mobile midrange: feature phone;1;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;SD_1624_v3_Symptom;300x250;Smartphone;24529;19
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;SD_1624_v3_Symptom;300x250;Tablet;869;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;SD_1624_v3_Symptom;320x50;Desktop;2;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;SD_1624_v3_Symptom;320x50;Mobile midrange: feature phone;19;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;SD_1624_v3_Symptom;320x50;Smartphone;75296;55
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;SD_1624_v3_Symptom;320x50;Tablet;26;9
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;SD_1624_v3_Symptom;728x90;Desktop;8223;8
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;SD_1624_v3_Symptom;728x90;Smartphone;8094;20
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;SD_1624_v3_Symptom;728x90;Tablet;1206;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1;160x600;Desktop;36243;28
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1;160x600;Smartphone;200;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1;160x600;Tablet;321;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Desktop;33247;13
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Mobile midrange: feature phone;3;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Smartphone;33668;21
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Tablet;1461;2
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Desktop;18900;18
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Smartphone;20674;26
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Tablet;2795;4
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;(not set);(not set);(not set);0;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;(not set);(not set);(not set);0;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;(not set);(not set);(not set);0;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;(not set);(not set);(not set);0;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;SD_1623_v3_50;160x600;Desktop;7755;6
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;SD_1623_v3_50;160x600;Smartphone;182;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;SD_1623_v3_50;160x600;Tablet;99;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;SD_1623_v3_50;300x250;Desktop;7552;2
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;SD_1623_v3_50;300x250;Mobile midrange: feature phone;1;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;SD_1623_v3_50;300x250;Smartphone;19401;15
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;SD_1623_v3_50;300x250;Tablet;500;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;SD_1623_v3_50;728x90;Connected TV;2;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;SD_1623_v3_50;728x90;Desktop;8400;4
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;SD_1623_v3_50;728x90;Smartphone;12735;40
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;SD_1623_v3_50;728x90;Tablet;1270;2
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;SD_1624_v3_Symptom;160x600;Desktop;7688;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;SD_1624_v3_Symptom;160x600;Smartphone;179;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;SD_1624_v3_Symptom;160x600;Tablet;112;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;SD_1624_v3_Symptom;300x250;Desktop;7450;6
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;SD_1624_v3_Symptom;300x250;Mobile midrange: feature phone;3;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;SD_1624_v3_Symptom;300x250;Smartphone;19759;23
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;SD_1624_v3_Symptom;300x250;Tablet;488;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;SD_1624_v3_Symptom;320x50;Desktop;3;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;SD_1624_v3_Symptom;320x50;Mobile midrange: feature phone;9;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;SD_1624_v3_Symptom;320x50;Smartphone;55321;30
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;SD_1624_v3_Symptom;320x50;Tablet;16;3
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;SD_1624_v3_Symptom;728x90;Desktop;8538;5
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;SD_1624_v3_Symptom;728x90;Smartphone;12899;34
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;SD_1624_v3_Symptom;728x90;Tablet;1268;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1;160x600;Desktop;18393;16
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1;160x600;Smartphone;289;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1;160x600;Tablet;186;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Desktop;14107;4
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Mobile midrange: feature phone;1;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Smartphone;37495;19
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Tablet;875;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Desktop;12562;9
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Smartphone;30193;41
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Tablet;2250;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;MyHealthTeams, Inc.;MyParkinsonsTeam Topic Center;(not set);(not set);(not set);0;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;MyHealthTeams, Inc.;MyParkinsonsTeam Topic Center;(not set);(not set);(not set);0;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;MyHealthTeams, Inc.;MyParkinsonsTeam Topic Center;(not set);(not set);(not set);0;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Skin Disease News Today;Skin Disease News Today ROS;(not set);(not set);(not set);0;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Skin Disease News Today;Skin Disease News Today ROS;(not set);(not set);(not set);0;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Skin Disease News Today;Skin Disease News Today ROS;(not set);(not set);(not set);0;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Skin Disease News Today;Skin Disease News Today ROS;SD_1623_v3_50;300x250;Desktop;744;3
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Skin Disease News Today;Skin Disease News Today ROS;SD_1623_v3_50;300x250;Smartphone;2367;33
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Skin Disease News Today;Skin Disease News Today ROS;SD_1623_v3_50;300x250;Tablet;59;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Skin Disease News Today;Skin Disease News Today ROS;SD_1623_v3_50;728x90;Desktop;2253;8
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Skin Disease News Today;Skin Disease News Today ROS;SD_1624_v3_Symptom;300x250;Desktop;707;2
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Skin Disease News Today;Skin Disease News Today ROS;SD_1624_v3_Symptom;300x250;Smartphone;2416;19
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Skin Disease News Today;Skin Disease News Today ROS;SD_1624_v3_Symptom;300x250;Tablet;67;2
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Skin Disease News Today;Skin Disease News Today ROS;SD_1624_v3_Symptom;320x50;Smartphone;4073;11
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Skin Disease News Today;Skin Disease News Today ROS;SD_1624_v3_Symptom;728x90;Desktop;2296;6
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Skin Disease News Today;Skin Disease News Today ROS;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Desktop;1955;4
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Skin Disease News Today;Skin Disease News Today ROS;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Smartphone;6268;46
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Skin Disease News Today;Skin Disease News Today ROS;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Tablet;172;2
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Skin Disease News Today;Skin Disease News Today ROS;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Desktop;6175;16
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Sharecare;Skin Disease Member Reach;(not set);(not set);(not set);0;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Sharecare;Skin Disease Member Reach;(not set);(not set);(not set);0;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Sharecare;Skin Disease Member Reach;(not set);(not set);(not set);0;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Sharecare;Skin Disease Member Reach;(not set);(not set);(not set);0;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Sharecare;Skin Disease Member Reach;SD_1623_v3_50;160x600;Desktop;1546;2
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Sharecare;Skin Disease Member Reach;SD_1623_v3_50;160x600;Smartphone;38;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Sharecare;Skin Disease Member Reach;SD_1623_v3_50;160x600;Tablet;24;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Sharecare;Skin Disease Member Reach;SD_1623_v3_50;300x250;Desktop;1133;3
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Sharecare;Skin Disease Member Reach;SD_1623_v3_50;300x250;Smartphone;497;5
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Sharecare;Skin Disease Member Reach;SD_1623_v3_50;300x250;Tablet;48;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Sharecare;Skin Disease Member Reach;SD_1623_v3_50;728x90;Desktop;3740;8
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Sharecare;Skin Disease Member Reach;SD_1623_v3_50;728x90;Smartphone;943;4
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Sharecare;Skin Disease Member Reach;SD_1623_v3_50;728x90;Tablet;4932;14
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Sharecare;Skin Disease Member Reach;SD_1624_v3_Symptom;160x600;Desktop;1461;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Sharecare;Skin Disease Member Reach;SD_1624_v3_Symptom;160x600;Smartphone;32;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Sharecare;Skin Disease Member Reach;SD_1624_v3_Symptom;160x600;Tablet;8;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Sharecare;Skin Disease Member Reach;SD_1624_v3_Symptom;300x250;Desktop;1176;2
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Sharecare;Skin Disease Member Reach;SD_1624_v3_Symptom;300x250;Smartphone;483;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Sharecare;Skin Disease Member Reach;SD_1624_v3_Symptom;300x250;Tablet;53;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Sharecare;Skin Disease Member Reach;SD_1624_v3_Symptom;320x50;Desktop;1292;2
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Sharecare;Skin Disease Member Reach;SD_1624_v3_Symptom;320x50;Smartphone;50384;67
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Sharecare;Skin Disease Member Reach;SD_1624_v3_Symptom;320x50;Tablet;2229;8
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Sharecare;Skin Disease Member Reach;SD_1624_v3_Symptom;728x90;Desktop;3693;14
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Sharecare;Skin Disease Member Reach;SD_1624_v3_Symptom;728x90;Smartphone;951;3
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Sharecare;Skin Disease Member Reach;SD_1624_v3_Symptom;728x90;Tablet;5051;11
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Sharecare;Skin Disease Member Reach;Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1;160x600;Desktop;2819;3
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Sharecare;Skin Disease Member Reach;Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1;160x600;Smartphone;84;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Sharecare;Skin Disease Member Reach;Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1;160x600;Tablet;20;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Sharecare;Skin Disease Member Reach;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Desktop;1714;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Sharecare;Skin Disease Member Reach;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Smartphone;1424;2
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Sharecare;Skin Disease Member Reach;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Tablet;80;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Sharecare;Skin Disease Member Reach;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Desktop;7224;17
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Sharecare;Skin Disease Member Reach;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Smartphone;1862;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Sharecare;Skin Disease Member Reach;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Tablet;12545;27
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Sharecare;Skin Disease Performance Display;(not set);(not set);(not set);0;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Sharecare;Skin Disease Performance Display;(not set);(not set);(not set);0;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Sharecare;Skin Disease Performance Display;(not set);1x1;Desktop;0;34
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Sharecare;Skin Disease Performance Display;(not set);1x1;Smartphone;0;281
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Sharecare;Skin Disease Performance Display;(not set);1x1;Tablet;0;18
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Sharecare;Skin Disease Performance Display;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Connected TV;1;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Sharecare;Skin Disease Performance Display;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Desktop;162;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Sharecare;Skin Disease Performance Display;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Smartphone;1842;34
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Sharecare;Skin Disease Performance Display;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Tablet;119;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Swoop;Skin Disease Claim-Based Custom Segment Targeting;(not set);(not set);(not set);0;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Swoop;Skin Disease Claim-Based Custom Segment Targeting;(not set);(not set);(not set);0;0
